Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue
Hospital 1113,District 29,Instrument 2,24102
Hospital 1113,District 29,Instrument 5,1500
Hospital 1113,District 50,Instrument 5,98795
Hospital 1114,District 18,Instrument 7,1756
Hospital 1114,District 20,Instrument 2,9803
Hospital 1114,District 20,Instrument 3,5665
Hospital 1114,District 20,Instrument 7,702
Hospital 1114,District 28,Instrument 2,16170
Hospital 1114,District 28,Instrument 3,16980
Hospital 1115,District 50,Instrument 2,1814
Hospital 1116,District 13,Instrument 2,3825
Hospital 1116,District 15,Instrument 2,1350
Hospital 1116,District 15,Instrument 3,372
Hospital 1116,District 28,Instrument 2,10056
Hospital 1116,District 28,Instrument 3,5424
Hospital 1116,District 39,Instrument 2,19303
Hospital 1116,District 39,Instrument 7,3981
Hospital 1116,District 50,Instrument 7,74373
Hospital 1120,District 39,Instrument 2,346
Hospital 1120,District 39,Instrument 7,206
Hospital 1121,District 10,Instrument 7,162828
Hospital 1121,District 13,Instrument 2,22410
Hospital 1121,District 13,Instrument 3,23023
Hospital 1121,District 13,Instrument 4,11511
Hospital 1121,District 13,Instrument 5,22740
Hospital 1121,District 15,Instrument 2,55080
Hospital 1121,District 15,Instrument 3,44292
Hospital 1121,District 15,Instrument 5,15780
Hospital 1121,District 15,Instrument 7,12720
Hospital 1121,District 18,Instrument 2,300733
Hospital 1121,District 18,Instrument 5,1052
Hospital 1121,District 19,Instrument 2,26354
Hospital 1121,District 20,Instrument 2,31248
Hospital 1121,District 20,Instrument 3,20970
Hospital 1121,District 28,Instrument 2,23914
Hospital 1121,District 28,Instrument 3,23136
Hospital 1121,District 28,Instrument 4,22491
Hospital 1121,District 32,Instrument 2,80154
Hospital 1121,District 32,Instrument 3,40044
Hospital 1121,District 32,Instrument 4,3780
Hospital 1121,District 32,Instrument 5,54654
Hospital 1121,District 32,Instrument 8,14840
Hospital 1121,District 34,Instrument 2,10939
Hospital 1121,District 34,Instrument 3,11575
Hospital 1121,District 34,Instrument 4,3288
Hospital 1121,District 34,Instrument 5,1950
Hospital 1121,District 34,Instrument 7,15508
Hospital 1121,District 34,Instrument 8,906
Hospital 1121,District 35,Instrument 2,595421
Hospital 1121,District 39,Instrument 2,138544
Hospital 1121,District 39,Instrument 4,674
Hospital 1121,District 39,Instrument 7,94257
Hospital 1121,District 41,Instrument 2,140724
Hospital 1121,District 41,Instrument 3,155340
Hospital 1121,District 41,Instrument 5,37518
Hospital 1121,District 41,Instrument 8,20040
Hospital 1121,District 48,Instrument 7,12852
Hospital 1121,District 48,Instrument 8,1950
Hospital 1121,District 50,Instrument 2,66293
Hospital 1121,District 50,Instrument 3,181838
Hospital 1121,District 50,Instrument 5,178007
Hospital 1121,District 50,Instrument 7,13099
Hospital 1123,District 28,Instrument 2,48000
Hospital 1123,District 28,Instrument 3,29779
Hospital 1123,District 32,Instrument 2,3900
Hospital 1123,District 32,Instrument 3,1854
Hospital 1123,District 32,Instrument 5,647
Hospital 1123,District 41,Instrument 2,10947
Hospital 1123,District 41,Instrument 3,16800
Hospital 1123,District 50,Instrument 2,9912
Hospital 1124,District 17,Instrument 2,4306
Hospital 1124,District 17,Instrument 3,957
Hospital 1124,District 29,Instrument 2,80091
Hospital 1124,District 29,Instrument 3,1631
Hospital 1124,District 39,Instrument 2,16850
Hospital 1124,District 50,Instrument 3,55175
Hospital 1124,District 50,Instrument 4,62949
Hospital 1126,District 18,Instrument 7,537005
Hospital 1126,District 34,Instrument 2,24831
Hospital 1126,District 34,Instrument 3,13788
Hospital 1126,District 34,Instrument 4,5448
Hospital 1126,District 34,Instrument 5,900
Hospital 1126,District 34,Instrument 7,39000
Hospital 1126,District 50,Instrument 7,3387
Hospital 1127,District 20,Instrument 2,1607
Hospital 1127,District 20,Instrument 3,1379
Hospital 1128,District 12,Instrument 2,2277000
Hospital 1128,District 12,Instrument 3,398310
Hospital 1128,District 12,Instrument 8,34950
Hospital 1128,District 13,Instrument 2,802480
Hospital 1128,District 13,Instrument 3,247286
Hospital 1128,District 13,Instrument 4,295296
Hospital 1128,District 13,Instrument 5,184949
Hospital 1128,District 20,Instrument 2,75600
Hospital 1128,District 20,Instrument 3,51888
Hospital 1128,District 28,Instrument 2,48000
Hospital 1128,District 28,Instrument 3,10170
Hospital 1128,District 32,Instrument 3,26676
Hospital 1128,District 34,Instrument 2,16236
Hospital 1128,District 34,Instrument 3,15193
Hospital 1128,District 34,Instrument 4,198
Hospital 1128,District 34,Instrument 5,660
Hospital 1128,District 34,Instrument 7,1200
Hospital 1128,District 39,Instrument 2,543
Hospital 1128,District 4,Instrument 2,63000
Hospital 1128,District 41,Instrument 3,125340
Hospital 1128,District 44,Instrument 2,96000
Hospital 1128,District 44,Instrument 3,6156
Hospital 1128,District 48,Instrument 2,20400
Hospital 1128,District 48,Instrument 3,5904
Hospital 1128,District 50,Instrument 3,21480
Hospital 1128,District 8,Instrument 2,2700
Hospital 1129,District 10,Instrument 2,231568
Hospital 1129,District 15,Instrument 2,40930
Hospital 1129,District 15,Instrument 3,192854
Hospital 1129,District 15,Instrument 5,19500
Hospital 1129,District 18,Instrument 2,69354
Hospital 1129,District 19,Instrument 2,23254
Hospital 1129,District 20,Instrument 2,35184
Hospital 1129,District 20,Instrument 3,495283
Hospital 1129,District 25,Instrument 2,85500
Hospital 1129,District 29,Instrument 2,113258
Hospital 1129,District 29,Instrument 3,7200
Hospital 1129,District 29,Instrument 5,9184
Hospital 1129,District 35,Instrument 2,106470
Hospital 1129,District 39,Instrument 2,2453
Hospital 1129,District 4,Instrument 2,35496
Hospital 1129,District 44,Instrument 2,39996
Hospital 1129,District 44,Instrument 3,11088
Hospital 1129,District 49,Instrument 2,16200
Hospital 1129,District 50,Instrument 2,182893
Hospital 1129,District 50,Instrument 3,201308
Hospital 1129,District 7,Instrument 2,15000
Hospital 1129,No District Available,Instrument 19,339926
Hospital 113,District 50,Instrument 2,1174
Hospital 113,District 50,Instrument 3,3431
Hospital 1130,District 10,Instrument 2,1754
Hospital 1130,District 13,Instrument 2,31406
Hospital 1130,District 13,Instrument 3,103636
Hospital 1130,District 13,Instrument 5,16536
Hospital 1130,District 20,Instrument 2,1115
Hospital 1130,District 20,Instrument 3,1485
Hospital 1130,District 32,Instrument 5,1200
Hospital 1130,District 39,Instrument 2,95057
Hospital 1130,District 44,Instrument 2,878704
Hospital 1130,District 44,Instrument 3,570
Hospital 1131,District 10,Instrument 2,79869
Hospital 1131,District 12,Instrument 2,235080
Hospital 1131,District 13,Instrument 2,452146
Hospital 1131,District 13,Instrument 3,132279
Hospital 1131,District 15,Instrument 2,12960
Hospital 1131,District 17,Instrument 2,16392
Hospital 1131,District 18,Instrument 2,121179
Hospital 1131,District 19,Instrument 2,8880
Hospital 1131,District 20,Instrument 2,228633
Hospital 1131,District 20,Instrument 3,50129
Hospital 1131,District 20,Instrument 7,19250
Hospital 1131,District 25,Instrument 2,71820
Hospital 1131,District 25,Instrument 3,2856
Hospital 1131,District 28,Instrument 2,2924760
Hospital 1131,District 28,Instrument 3,354201
Hospital 1131,District 28,Instrument 4,45960
Hospital 1131,District 32,Instrument 2,24000
Hospital 1131,District 34,Instrument 2,14040
Hospital 1131,District 34,Instrument 3,9048
Hospital 1131,District 34,Instrument 5,7200
Hospital 1131,District 35,Instrument 2,74160
Hospital 1131,District 37,Instrument 2,234360
Hospital 1131,District 39,Instrument 2,24479
Hospital 1131,District 39,Instrument 7,21351
Hospital 1131,District 4,Instrument 2,49560
Hospital 1131,District 41,Instrument 2,36696
Hospital 1131,District 41,Instrument 3,124125
Hospital 1131,District 41,Instrument 5,35557
Hospital 1131,District 48,Instrument 2,30360
Hospital 1131,District 50,Instrument 2,159240
Hospital 1131,District 50,Instrument 3,158880
Hospital 1131,No District Available,Instrument 13,777496
Hospital 1131,No District Available,Instrument 8,7500
Hospital 1132,District 12,Instrument 3,386
Hospital 1132,District 13,Instrument 2,225269
Hospital 1132,District 13,Instrument 3,1157
Hospital 1132,District 20,Instrument 2,29347
Hospital 1132,District 20,Instrument 3,10098
Hospital 1132,District 28,Instrument 2,330
Hospital 1132,District 28,Instrument 3,729
Hospital 1133,District 13,Instrument 3,37683
Hospital 1133,District 20,Instrument 2,28212
Hospital 1133,District 20,Instrument 3,63654
Hospital 1133,District 3,Instrument 2,6192
Hospital 1133,District 7,Instrument 2,25488
Hospital 1136,District 13,Instrument 2,960
Hospital 1136,District 15,Instrument 3,4320
Hospital 1136,District 20,Instrument 2,666
Hospital 1136,District 20,Instrument 3,67292
Hospital 1136,District 32,Instrument 3,26796
Hospital 1136,District 32,Instrument 5,18000
Hospital 1137,District 34,Instrument 2,16603
Hospital 1137,District 34,Instrument 3,15617
Hospital 1137,District 34,Instrument 4,630
Hospital 1137,District 34,Instrument 7,4980
Hospital 1137,District 34,Instrument 8,540
Hospital 1138,District 13,Instrument 2,80916
Hospital 1138,District 13,Instrument 3,32229
Hospital 1138,District 13,Instrument 5,16995
Hospital 1138,District 15,Instrument 2,10236
Hospital 1138,District 3,Instrument 2,9180
Hospital 1138,District 32,Instrument 2,1231
Hospital 1138,District 32,Instrument 3,1056
Hospital 1138,District 34,Instrument 2,24637
Hospital 1138,District 34,Instrument 3,1325
Hospital 1138,District 34,Instrument 4,641
Hospital 1138,District 34,Instrument 5,3300
Hospital 1138,District 34,Instrument 7,1200
Hospital 1138,District 35,Instrument 2,49488
Hospital 1138,District 37,Instrument 2,1044
Hospital 1138,District 39,Instrument 2,18462
Hospital 1138,District 41,Instrument 2,9371
Hospital 1138,District 41,Instrument 3,12071
Hospital 1138,District 41,Instrument 5,19200
Hospital 1138,District 44,Instrument 2,4278
Hospital 1138,District 44,Instrument 3,30017
Hospital 1138,District 48,Instrument 2,25227
Hospital 1138,District 48,Instrument 3,5222
Hospital 1138,District 8,Instrument 2,4670
Hospital 1139,District 13,Instrument 2,57996
Hospital 1139,District 13,Instrument 3,117138
Hospital 1139,District 20,Instrument 2,47722
Hospital 1139,District 20,Instrument 3,3616
Hospital 114,District 13,Instrument 2,19650
Hospital 114,District 50,Instrument 2,1374
Hospital 114,District 50,Instrument 3,785
Hospital 1142,District 20,Instrument 2,7899
Hospital 1142,District 20,Instrument 3,6475
Hospital 1144,District 13,Instrument 2,135000
Hospital 1144,District 13,Instrument 3,11400
Hospital 1145,District 13,Instrument 2,6698
Hospital 1145,District 28,Instrument 5,19103
Hospital 1145,District 28,Instrument 7,615050
Hospital 1146,District 20,Instrument 2,804
Hospital 1148,District 13,Instrument 2,30600
Hospital 1148,District 13,Instrument 3,69360
Hospital 115,District 13,Instrument 2,312325
Hospital 115,District 13,Instrument 3,12690
Hospital 115,District 17,Instrument 2,4828
Hospital 115,District 20,Instrument 2,27474
Hospital 115,District 20,Instrument 3,5610
Hospital 115,District 28,Instrument 2,60246
Hospital 115,District 28,Instrument 3,54000
Hospital 115,District 28,Instrument 7,71040
Hospital 115,District 34,Instrument 2,59838
Hospital 115,District 34,Instrument 3,3988
Hospital 115,District 34,Instrument 4,1420
Hospital 115,District 34,Instrument 5,6000
Hospital 115,District 4,Instrument 2,699736
Hospital 115,District 50,Instrument 2,81529
Hospital 115,District 50,Instrument 3,5715
Hospital 115,District 8,Instrument 2,85800
Hospital 1150,District 13,Instrument 2,11990
Hospital 1150,District 15,Instrument 2,450
Hospital 1150,District 20,Instrument 2,1200
Hospital 1150,District 20,Instrument 3,480
Hospital 1150,District 41,Instrument 2,4200
Hospital 1150,District 41,Instrument 3,4200
Hospital 1151,District 13,Instrument 2,6734
Hospital 1151,District 13,Instrument 3,5568
Hospital 1151,District 13,Instrument 8,1920
Hospital 1151,District 20,Instrument 2,483209
Hospital 1151,District 20,Instrument 3,141159
Hospital 1151,District 20,Instrument 7,264
Hospital 1151,District 20,Instrument 8,128362
Hospital 1153,District 20,Instrument 2,1001
Hospital 1154,District 50,Instrument 2,208873
Hospital 1154,District 50,Instrument 3,137769
Hospital 1154,District 50,Instrument 5,238414
Hospital 1154,District 50,Instrument 7,691056
Hospital 1155,District 12,Instrument 2,194400
Hospital 1155,District 13,Instrument 2,131220
Hospital 1155,District 15,Instrument 2,55218
Hospital 1155,District 15,Instrument 3,180
Hospital 1155,District 20,Instrument 2,17310
Hospital 1155,District 20,Instrument 3,20400
Hospital 1155,District 3,Instrument 2,111150
Hospital 1155,District 32,Instrument 2,57114
Hospital 1155,District 34,Instrument 2,50649
Hospital 1155,District 34,Instrument 3,3306
Hospital 1155,District 34,Instrument 4,636
Hospital 1155,District 35,Instrument 2,205950
Hospital 1155,District 36,Instrument 2,3240
Hospital 1155,District 4,Instrument 2,203184
Hospital 1155,District 41,Instrument 2,145566
Hospital 1155,District 41,Instrument 3,13428
Hospital 1155,District 44,Instrument 2,2087988
Hospital 1155,District 48,Instrument 2,31464
Hospital 1155,District 49,Instrument 2,36090
Hospital 1155,District 9,Instrument 2,75264
Hospital 1157,District 41,Instrument 3,3591
Hospital 1157,District 41,Instrument 5,46104
Hospital 1157,District 41,Instrument 8,532291
Hospital 116,District 13,Instrument 2,103080
Hospital 116,District 13,Instrument 3,39828
Hospital 116,District 13,Instrument 5,22500
Hospital 116,District 28,Instrument 2,35856
Hospital 116,District 28,Instrument 3,13557
Hospital 116,District 28,Instrument 4,9288
Hospital 116,District 28,Instrument 5,13566
Hospital 116,District 28,Instrument 7,19700
Hospital 116,District 50,Instrument 2,23801
Hospital 116,District 50,Instrument 3,4554
Hospital 116,District 8,Instrument 2,4763
Hospital 1160,District 13,Instrument 2,241422
Hospital 1160,District 13,Instrument 3,35235
Hospital 1160,District 13,Instrument 5,9996
Hospital 1160,District 34,Instrument 2,22260
Hospital 1160,District 34,Instrument 3,2460
Hospital 1160,District 34,Instrument 4,6864
Hospital 1161,District 15,Instrument 2,2016
Hospital 1161,District 15,Instrument 3,180
Hospital 1161,District 18,Instrument 2,753
Hospital 1161,District 34,Instrument 2,20409
Hospital 1161,District 34,Instrument 3,1486
Hospital 1163,District 10,Instrument 2,116953
Hospital 1163,District 13,Instrument 2,5400
Hospital 1163,District 13,Instrument 3,1247
Hospital 1163,District 15,Instrument 2,188484
Hospital 1163,District 15,Instrument 3,20062
Hospital 1163,District 15,Instrument 7,3900
Hospital 1163,District 16,Instrument 2,35947
Hospital 1163,District 18,Instrument 7,7527
Hospital 1163,District 19,Instrument 5,45000
Hospital 1163,District 20,Instrument 2,980830
Hospital 1163,District 20,Instrument 3,454248
Hospital 1163,District 21,Instrument 7,61080
Hospital 1163,District 28,Instrument 4,56886
Hospital 1163,District 32,Instrument 2,21900
Hospital 1163,District 32,Instrument 3,98610
Hospital 1163,District 32,Instrument 4,21756
Hospital 1163,District 32,Instrument 5,18000
Hospital 1163,District 33,Instrument 7,30000
Hospital 1163,District 34,Instrument 2,44280
Hospital 1163,District 34,Instrument 3,23400
Hospital 1163,District 34,Instrument 4,5280
Hospital 1163,District 39,Instrument 7,24249
Hospital 1163,District 41,Instrument 3,32520
Hospital 1167,District 18,Instrument 3,2634
Hospital 1167,District 20,Instrument 2,1205
Hospital 1167,District 20,Instrument 3,635
Hospital 117,District 13,Instrument 2,1260759
