Hospital_ID,District_ID,Hospital_employees
Hospital 1056,District 44,11
Hospital 1056,District 45,6
Hospital 1056,District 45,6
Hospital 1056,District 46,15
Hospital 1056,District 53,349
Hospital 1056,District 6,6
Hospital 1056,District 8,457
Hospital 1056,District 9,567
Hospital 1057,District 1,2
Hospital 1057,District 10,1236
Hospital 1057,District 12,194
Hospital 1057,District 13,379
Hospital 1057,District 14,6
Hospital 1057,District 16,50
Hospital 1057,District 17,836
Hospital 1057,District 18,1279
Hospital 1057,District 19,54
Hospital 1057,District 2,198
Hospital 1057,District 20,553
Hospital 1057,District 23,22
Hospital 1057,District 25,231
Hospital 1057,District 27,6
Hospital 1057,District 28,65
Hospital 1057,District 29,44
Hospital 1057,District 3,200
Hospital 1057,District 30,86
Hospital 1057,District 31,134
Hospital 1057,District 32,918
Hospital 1057,District 33,11
Hospital 1057,District 35,29
Hospital 1057,District 36,47
Hospital 1057,District 37,295
Hospital 1057,District 39,18
Hospital 1057,District 4,2
Hospital 1057,District 40,52
Hospital 1057,District 41,200
Hospital 1057,District 42,6
Hospital 1057,District 43,55
Hospital 1057,District 44,203
Hospital 1057,District 45,489
Hospital 1057,District 46,464
Hospital 1057,District 48,160
Hospital 1057,District 53,7275
Hospital 1057,District 6,28
Hospital 1057,District 8,39
Hospital 1058,District 12,25
Hospital 1058,District 13,67
Hospital 1058,District 16,566
Hospital 1058,District 18,10
Hospital 1058,District 19,16
Hospital 1058,District 2,160
Hospital 1058,District 20,16
Hospital 1058,District 23,320
Hospital 1058,District 25,8
Hospital 1058,District 28,17
Hospital 1058,District 3,3
Hospital 1058,District 31,1
Hospital 1058,District 37,337
Hospital 1058,District 41,1
Hospital 1058,District 43,11
Hospital 1058,District 44,20
Hospital 1058,District 45,331
Hospital 1058,District 48,2
Hospital 1058,District 53,1052
Hospital 1058,District 6,18
Hospital 1059,District 12,5881
Hospital 1059,District 13,27
Hospital 1059,District 16,2
Hospital 1059,District 17,1
Hospital 1059,District 19,80
Hospital 1059,District 19,80
Hospital 1059,District 20,356
Hospital 1059,District 28,706
Hospital 1059,District 32,93
Hospital 1059,District 34,139
Hospital 1059,District 35,3
Hospital 1059,District 4,144
Hospital 1059,District 41,1285
Hospital 1059,District 44,6
Hospital 1059,District 53,1750
Hospital 1059,District 8,87
Hospital 106,District 13,59
Hospital 106,District 19,300
Hospital 106,District 20,15
Hospital 106,District 30,37
Hospital 106,District 32,10
Hospital 106,District 40,95
Hospital 106,District 41,2194
Hospital 106,District 53,306
Hospital 106,District 8,68
Hospital 106,District 9,175
Hospital 1060,District 12,259
Hospital 1060,District 12,259
Hospital 1060,District 13,143
Hospital 1060,District 13,143
Hospital 1060,District 15,5
Hospital 1060,District 15,5
Hospital 1060,District 19,13
Hospital 1060,District 19,13
Hospital 1060,District 19,13
Hospital 1060,District 19,13
Hospital 1060,District 20,23
Hospital 1060,District 20,23
Hospital 1060,District 28,1
Hospital 1060,District 28,1
Hospital 1060,District 30,8
Hospital 1060,District 30,8
Hospital 1060,District 34,3
Hospital 1060,District 34,3
Hospital 1060,District 37,11
Hospital 1060,District 37,11
Hospital 1060,District 41,6
Hospital 1060,District 41,6
Hospital 1060,District 43,29
Hospital 1060,District 43,29
Hospital 1060,District 48,47
Hospital 1060,District 48,47
Hospital 1060,District 53,117
Hospital 1060,District 53,117
Hospital 1060,District 9,119
Hospital 1060,District 9,119
Hospital 1061,District 13,189
Hospital 1061,District 17,1
Hospital 1061,District 18,11
Hospital 1061,District 25,61
Hospital 1061,District 28,4
Hospital 1061,District 30,1399
Hospital 1061,District 35,41
Hospital 1061,District 37,5
Hospital 1061,District 43,535
Hospital 1061,District 44,3
Hospital 1061,District 45,5
Hospital 1061,District 48,17
Hospital 1061,District 53,106
Hospital 1061,District 8,2
Hospital 1061,District 9,1076
Hospital 1062,District 13,801
Hospital 1062,District 13,801
Hospital 1062,District 17,1
Hospital 1062,District 17,1
Hospital 1062,District 19,6
Hospital 1062,District 19,6
Hospital 1062,District 43,56
Hospital 1062,District 43,56
Hospital 1062,District 9,148
Hospital 1062,District 9,148
Hospital 1063,District 12,6
Hospital 1063,District 13,637
Hospital 1063,District 16,3
Hospital 1063,District 18,9
Hospital 1063,District 2,10
Hospital 1063,District 20,197
Hospital 1063,District 21,2
Hospital 1063,District 23,26
Hospital 1063,District 25,61
Hospital 1063,District 28,6
Hospital 1063,District 30,2044
Hospital 1063,District 33,7
Hospital 1063,District 37,1
Hospital 1063,District 4,1
Hospital 1063,District 41,8
Hospital 1063,District 43,44
Hospital 1063,District 44,107
Hospital 1063,District 53,18
Hospital 1063,District 6,220
Hospital 1064,District 28,2
Hospital 1064,District 37,22
Hospital 1064,District 43,1
Hospital 1064,District 53,4791
Hospital 1064,District 6,172
Hospital 1065,District 19,28
Hospital 1065,District 19,28
Hospital 1065,District 26,4
Hospital 1065,District 41,231
Hospital 1066,District 12,101
Hospital 1066,District 13,1
Hospital 1066,District 2,14
Hospital 1066,District 2,14
Hospital 1066,District 28,2
Hospital 1066,District 37,5
Hospital 1066,District 4,169
Hospital 1066,District 48,1
Hospital 1066,District 53,3
Hospital 1066,District 53,35699
Hospital 1066,District 6,2
Hospital 1067,District 19,2505
Hospital 1067,District 19,2505
Hospital 1067,District 20,8
Hospital 1067,District 35,1
Hospital 1067,District 37,32
Hospital 1067,District 53,69
Hospital 1067,District 6,474
Hospital 1068,District 10,340
Hospital 1068,District 12,1296
Hospital 1068,District 13,2491
Hospital 1068,District 14,15
Hospital 1068,District 15,86
Hospital 1068,District 16,75
Hospital 1068,District 17,205
Hospital 1068,District 18,1553
Hospital 1068,District 19,633
Hospital 1068,District 2,310
Hospital 1068,District 20,1291
Hospital 1068,District 21,34
Hospital 1068,District 23,3
Hospital 1068,District 24,31
Hospital 1068,District 25,506
Hospital 1068,District 28,232
Hospital 1068,District 29,6
Hospital 1068,District 3,2185
Hospital 1068,District 30,149
Hospital 1068,District 31,141
Hospital 1068,District 32,241
Hospital 1068,District 33,29
Hospital 1068,District 34,87
Hospital 1068,District 35,611
Hospital 1068,District 36,505
Hospital 1068,District 37,354
Hospital 1068,District 38,1447
Hospital 1068,District 39,9
Hospital 1068,District 4,744
Hospital 1068,District 40,280
Hospital 1068,District 41,974
Hospital 1068,District 43,17
Hospital 1068,District 44,3013
Hospital 1068,District 45,121
Hospital 1068,District 46,44
Hospital 1068,District 48,491
Hospital 1068,District 5,42
Hospital 1068,District 53,28257
Hospital 1068,District 6,563
Hospital 1068,District 7,30
Hospital 1068,District 8,250
Hospital 1068,District 9,92
Hospital 1069,District 10,3
Hospital 1069,District 10,3
Hospital 1069,District 12,625
Hospital 1069,District 13,79
Hospital 1069,District 15,11
Hospital 1069,District 16,11
Hospital 1069,District 17,24
Hospital 1069,District 18,6
Hospital 1069,District 19,14
Hospital 1069,District 19,14
Hospital 1069,District 2,29
Hospital 1069,District 20,145
Hospital 1069,District 24,2
Hospital 1069,District 25,29
Hospital 1069,District 28,50
Hospital 1069,District 29,3
Hospital 1069,District 3,23
Hospital 1069,District 30,14
Hospital 1069,District 31,207
Hospital 1069,District 32,17
Hospital 1069,District 34,11
Hospital 1069,District 35,17
Hospital 1069,District 37,5
Hospital 1069,District 38,5
Hospital 1069,District 39,28
Hospital 1069,District 4,28
Hospital 1069,District 40,46
Hospital 1069,District 40,46
Hospital 1069,District 41,58
Hospital 1069,District 43,7
Hospital 1069,District 44,50
Hospital 1069,District 45,21
Hospital 1069,District 45,21
Hospital 1069,District 48,28
Hospital 1069,District 5,17
Hospital 1069,District 53,1462
Hospital 1069,District 6,24
Hospital 1069,District 7,8
Hospital 1069,District 8,42
Hospital 1069,District 9,2666
Hospital 107,District 12,1794
Hospital 107,District 13,259
Hospital 107,District 18,31
Hospital 107,District 19,35
Hospital 107,District 20,226
Hospital 107,District 35,101
Hospital 107,District 44,75
Hospital 107,District 53,1835
Hospital 107,District 8,140
Hospital 1070,District 12,34
Hospital 1070,District 13,63
Hospital 1070,District 18,267
Hospital 1070,District 2,24
Hospital 1070,District 20,21
Hospital 1070,District 25,89
Hospital 1070,District 28,37
Hospital 1070,District 30,8
Hospital 1070,District 37,130
Hospital 1070,District 40,285
Hospital 1070,District 41,7
Hospital 1070,District 45,154
Hospital 1070,District 46,758
Hospital 1070,District 53,1325
Hospital 1070,District 6,97
Hospital 1071,District 12,711
Hospital 1071,District 13,801
Hospital 1071,District 16,9
Hospital 1071,District 18,187
Hospital 1071,District 20,115
Hospital 1071,District 25,71
Hospital 1071,District 35,24
Hospital 1071,District 37,2
Hospital 1071,District 40,11
Hospital 1071,District 41,7
Hospital 1071,District 46,105
Hospital 1071,District 48,10
Hospital 1071,District 53,2561
Hospital 1071,District 6,201
Hospital 1072,District 12,36
Hospital 1072,District 13,73
Hospital 1072,District 15,3
Hospital 1072,District 16,1
Hospital 1072,District 17,33
Hospital 1072,District 19,10
Hospital 1072,District 2,27
Hospital 1072,District 20,68
Hospital 1072,District 28,320
Hospital 1072,District 30,202
Hospital 1072,District 32,37
Hospital 1072,District 34,8
Hospital 1072,District 35,66
Hospital 1072,District 41,1181
Hospital 1072,District 43,1
Hospital 1072,District 48,62
Hospital 1072,District 49,35
Hospital 1072,District 53,145
Hospital 1072,District 6,782
Hospital 1072,District 8,38
Hospital 1073,District 13,222
Hospital 1073,District 16,95
Hospital 1073,District 20,6
Hospital 1073,District 35,7
Hospital 1073,District 37,50
Hospital 1073,District 43,136
Hospital 1073,District 44,13
Hospital 1073,District 45,18
Hospital 1073,District 53,3890
Hospital 1074,District 12,241
Hospital 1074,District 13,616
Hospital 1074,District 16,80
Hospital 1074,District 17,71
Hospital 1074,District 19,8
Hospital 1074,District 20,7
Hospital 1074,District 25,545
Hospital 1074,District 28,2756
Hospital 1074,District 3,190
Hospital 1074,District 31,3
Hospital 1074,District 35,53
Hospital 1074,District 37,969
Hospital 1074,District 40,45
Hospital 1074,District 43,16
Hospital 1074,District 44,15
Hospital 1074,District 45,574
Hospital 1074,District 46,3752
Hospital 1074,District 48,7
Hospital 1074,District 53,2500
Hospital 1075,District 12,197
Hospital 1075,District 16,17
Hospital 1075,District 28,453
Hospital 1075,District 32,343
Hospital 1075,District 4,16
Hospital 1075,District 53,1275
Hospital 1076,District 13,1
Hospital 1076,District 23,1
Hospital 1076,District 41,4784
Hospital 1076,District 48,5
Hospital 1076,District 53,138
Hospital 1076,District 6,2
Hospital 1076,District 8,1
Hospital 1077,District 12,152
Hospital 1077,District 13,422
Hospital 1077,District 16,12
Hospital 1077,District 17,52
Hospital 1077,District 18,635
Hospital 1077,District 2,7
Hospital 1077,District 20,72
Hospital 1077,District 23,19
Hospital 1077,District 25,18
Hospital 1077,District 28,147
Hospital 1077,District 3,16
Hospital 1077,District 31,34
Hospital 1077,District 32,3
Hospital 1077,District 35,69
Hospital 1077,District 37,233
Hospital 1077,District 4,19
Hospital 1077,District 40,109
Hospital 1077,District 41,135
Hospital 1077,District 43,162
Hospital 1077,District 44,1008
Hospital 1077,District 45,245
Hospital 1077,District 46,306
Hospital 1077,District 48,190
Hospital 1077,District 53,468
Hospital 1077,District 6,156
Hospital 1077,District 8,26
Hospital 1078,District 16,219
Hospital 1078,District 23,3
Hospital 1078,District 25,886
Hospital 1078,District 31,4
Hospital 1078,District 37,3057
Hospital 1078,District 40,12
Hospital 1078,District 45,5
Hospital 1078,District 46,13
Hospital 1078,District 53,5
Hospital 1079,District 33,63
Hospital 1079,District 37,41
Hospital 1079,District 44,57
Hospital 1079,District 53,6498
Hospital 1079,District 6,197
Hospital 108,District 13,43
Hospital 108,District 2,426
Hospital 108,District 20,4
Hospital 108,District 44,11
Hospital 108,District 53,33
Hospital 1080,District 13,5
Hospital 1080,District 2,628
Hospital 1080,District 23,1
Hospital 1080,District 25,54
Hospital 1080,District 28,12
Hospital 1080,District 30,880
Hospital 1080,District 35,94
Hospital 1080,District 37,435
Hospital 1080,District 44,284
Hospital 1080,District 53,2356
Hospital 1080,District 6,6
Hospital 1081,District 13,2
Hospital 1081,District 20,84
Hospital 1081,District 41,2
Hospital 1081,District 53,4
Hospital 1082,District 13,2
Hospital 1082,District 26,5
Hospital 1082,District 27,4461
Hospital 1082,District 28,2
Hospital 1082,District 3,60
Hospital 1082,District 32,151
Hospital 1082,District 41,3
Hospital 1082,District 53,770
Hospital 1083,District 12,100
Hospital 1083,District 53,26
Hospital 1084,District 12,1272
Hospital 1084,District 13,136
Hospital 1084,District 16,16
Hospital 1084,District 19,203
Hospital 1084,District 19,203
Hospital 1084,District 2,122
Hospital 1084,District 20,77
Hospital 1084,District 23,1
Hospital 1084,District 28,470
Hospital 1084,District 29,274
Hospital 1084,District 3,51
Hospital 1084,District 34,106
Hospital 1084,District 4,28
Hospital 1084,District 40,187
Hospital 1084,District 40,187
Hospital 1084,District 41,53
Hospital 1084,District 43,46
Hospital 1084,District 44,9
Hospital 1084,District 53,27030
Hospital 1084,District 6,1046
Hospital 1084,District 8,156
Hospital 1085,District 12,19
Hospital 1085,District 13,57
Hospital 1085,District 16,11
Hospital 1085,District 17,3
Hospital 1085,District 19,38
Hospital 1085,District 20,16
Hospital 1085,District 28,5
Hospital 1085,District 3,4
Hospital 1085,District 30,5
Hospital 1085,District 35,14
Hospital 1085,District 37,5
Hospital 1085,District 43,35
Hospital 1085,District 44,65
Hospital 1085,District 46,455
Hospital 1085,District 53,128
Hospital 1085,District 6,3
Hospital 1085,District 8,8
Hospital 1086,District 18,2
Hospital 1086,District 2,1068
Hospital 1086,District 20,5
Hospital 1086,District 25,21
Hospital 1086,District 28,14
Hospital 1086,District 35,2
Hospital 1086,District 37,8
Hospital 1086,District 44,17
Hospital 1086,District 48,2
Hospital 1086,District 49,6
Hospital 1086,District 53,1833
Hospital 1087,District 13,52
Hospital 1087,District 16,3
Hospital 1087,District 16,37
Hospital 1087,District 19,11
Hospital 1087,District 19,11
Hospital 1087,District 20,52
Hospital 1087,District 21,934
Hospital 1087,District 23,74
Hospital 1087,District 37,6
Hospital 1087,District 39,325
Hospital 1087,District 39,14524
